Account,PageNumber,Date,Detalhes,Debit,Credit,Balance
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,24 Apr 2025,Interest earned - Instant Access Savings,,0.00,225.13
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,25 Apr 2025,Interest earned - Instant Access Savings,,0.01,225.14
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,25 Apr 2025,To Instant Access Savings,,5.00,230.14
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,26 Apr 2025,Interest earned - Instant Access Savings,,0.01,230.15
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,26 Apr 2025,To Instant Access Savings,,5.00,235.15
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,27 Apr 2025,To Instant Access Savings,,50.00,285.15
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,27 Apr 2025,Interest earned - Instant Access Savings,,0.01,285.16
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,27 Apr 2025,To Instant Access Savings,,5.00,290.16
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,28 Apr 2025,Interest earned - Instant Access Savings,,0.01,290.17
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,28 Apr 2025,To Instant Access Savings,,5.00,295.17
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,29 Apr 2025,Interest earned - Instant Access Savings,,0.01,295.18
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,29 Apr 2025,To Instant Access Savings,,5.00,300.18
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,30 Apr 2025,Interest earned - Instant Access Savings,,0.01,300.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,30 Apr 2025,To Instant Access Savings,,5.00,305.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,1 May 2025,Interest earned - Instant Access Savings,,0.01,305.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,1 May 2025,To Instant Access Savings,,5.00,310.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,2 May 2025,Interest earned - Instant Access Savings,,0.01,310.21
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,2 May 2025,To Instant Access Savings,,5.00,315.21
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,3 May 2025,Interest earned - Instant Access Savings,,0.01,315.22
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,3 May 2025,To Instant Access Savings,,5.00,320.22
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,3 May 2025,To Instant Access Savings,,140.00,460.22
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,4 May 2025,Interest earned - Theo new house,,0.01,460.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,4 May 2025,To Theo new house,,5.00,465.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,5 May 2025,Interest earned - Theo new house,,0.02,465.25
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,5 May 2025,To Theo new house,,5.00,470.25
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,6 May 2025,Interest earned - Theo new house,,0.02,470.27
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,6 May 2025,To Theo new house,,5.00,475.27
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,7 May 2025,Interest earned - Theo new house,,0.01,475.28
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,7 May 2025,To Theo new house,,5.00,480.28
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,8 May 2025,Interest earned - Theo new house,,0.02,480.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,8 May 2025,To Theo new house,,5.00,485.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,9 May 2025,Interest earned - Theo new house,,0.01,485.31
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,9 May 2025,To Theo new house,,5.00,490.31
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,10 May 2025,Interest earned - Theo new house,,0.02,490.33
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,10 May 2025,To Theo new house,,5.00,495.33
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,11 May 2025,Interest earned - Theo new house,,0.02,495.35
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,11 May 2025,To Theo new house,,5.00,500.35
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,12 May 2025,Interest earned - Theo new house,,0.02,500.37
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,12 May 2025,To Theo new house,,5.00,505.37
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,13 May 2025,Interest earned - Theo new house,,0.01,505.38
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,13 May 2025,To Theo new house,,5.00,510.38
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,14 May 2025,Interest earned - Theo new house,,0.02,510.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,14 May 2025,To Theo new house,,5.00,515.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,94,15 May 2025,Interest earned - Theo new house,,0.01,515.41
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,15 May 2025,From Theo new house,,100.00,415.41
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,16 May 2025,Interest earned - Theo new house,,0.02,415.43
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,16 May 2025,From Theo new house,,50.00,365.43
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,16 May 2025,To Theo new house,,5.00,370.43
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,16 May 2025,From Theo new house,,50.00,320.43
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,17 May 2025,Interest earned - Theo new house,,0.01,320.44
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,18 May 2025,Interest earned - Theo new house,,0.01,320.45
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,18 May 2025,From Theo new house,,35.00,285.45
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,19 May 2025,Interest earned - Theo new house,,0.01,285.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,20 May 2025,Interest earned - Theo new house,,0.01,285.47
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,21 May 2025,Interest earned - Theo new house,,0.01,285.48
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,21 May 2025,From Theo new house,,50.00,235.48
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,21 May 2025,To Theo new house,,5.00,240.48
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,22 May 2025,Interest earned - Theo new house,,0.01,240.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,22 May 2025,From Theo new house,,140.00,100.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,22 May 2025,To Theo new house,,5.00,105.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,23 May 2025,Interest earned - Theo new house,,0.00,105.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,23 May 2025,To Theo new house,,5.00,110.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,24 May 2025,To Theo new house,,5.00,115.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,25 May 2025,Interest earned - Theo new house,,0.01,115.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,25 May 2025,To Theo new house,,5.00,120.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,26 May 2025,To Theo new house,,5.00,125.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,27 May 2025,Interest earned - Theo new house,,0.01,125.51
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,27 May 2025,To Theo new house,,5.00,130.51
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,28 May 2025,To Theo new house,,200.00,330.51
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,28 May 2025,Interest earned - Theo new house,,0.01,330.52
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,29 May 2025,Interest earned - Theo new house,,0.01,330.53
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,29 May 2025,To Theo new house,,5.00,335.53
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,95,29 May 2025,From Theo new house,,110.00,225.53
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,30 May 2025,Interest earned - Theo new house,,0.00,225.53
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,30 May 2025,To Theo new house,,5.00,230.53
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,31 May 2025,Interest earned - Theo new house,,0.02,230.55
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,31 May 2025,To Theo new house,,5.00,235.55
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,1 Jun 2025,From Theo new house,,235.00,0.55
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,1 Jun 2025,To Theo new house,,5.00,5.55
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,2 Jun 2025,To Theo new house,,5.00,10.55
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,3 Jun 2025,To Theo new house,,5.00,15.55
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,4 Jun 2025,To Theo new house,,5.00,20.55
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,4 Jun 2025,To Theo new house,,200.00,220.55
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,5 Jun 2025,Interest earned - Theo new house,,0.00,220.55
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,5 Jun 2025,From Theo new house,,70.00,150.55
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,6 Jun 2025,Interest earned - Theo new house,,0.01,150.56
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,7 Jun 2025,To Theo new house,,5.00,155.56
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,8 Jun 2025,Interest earned - Theo new house,,0.01,155.57
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,8 Jun 2025,To Theo new house,,5.00,160.57
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,9 Jun 2025,Interest earned - Theo new house,,0.00,160.57
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,9 Jun 2025,To Theo new house,,60.00,220.57
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,9 Jun 2025,To Theo new house,,20.00,240.57
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,9 Jun 2025,To Theo new house,,5.00,245.57
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,9 Jun 2025,To Theo new house,,25.00,270.57
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,10 Jun 2025,Interest earned - Theo new house,,0.01,270.58
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,10 Jun 2025,To Theo new house,,50.00,320.58
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,10 Jun 2025,To Theo new house,,5.00,325.58
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,11 Jun 2025,Interest earned - Theo new house,,0.01,325.59
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,12 Jun 2025,Interest earned - Theo new house,,0.02,325.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,13 Jun 2025,Interest earned - Theo new house,,0.00,325.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,13 Jun 2025,To Theo new house,,5.00,330.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,96,13 Jun 2025,From Theo new house,,50.00,280.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,13 Jun 2025,From Theo new house,,25.00,255.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,14 Jun 2025,Interest earned - Theo new house,,0.02,255.63
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,14 Jun 2025,From Theo new house,,50.00,205.63
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,15 Jun 2025,Interest earned - Theo new house,,0.00,205.63
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,16 Jun 2025,Interest earned - Theo new house,,0.01,205.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,16 Jun 2025,To Theo new house,,5.00,210.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,17 Jun 2025,Interest earned - Theo new house,,0.01,210.65
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,17 Jun 2025,To Theo new house,,5.00,215.65
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,17 Jun 2025,From Theo new house,,110.00,105.65
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,18 Jun 2025,From Theo new house,,35.00,70.65
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,19 Jun 2025,Interest earned - Theo new house,,0.00,70.65
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,19 Jun 2025,To Theo new house,,5.00,75.65
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,20 Jun 2025,To Theo new house,,5.00,80.65
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,21 Jun 2025,To Theo new house,,5.00,85.65
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,22 Jun 2025,Interest earned - Theo new house,,0.01,85.66
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,22 Jun 2025,To Theo new house,,5.00,90.66
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,22 Jun 2025,From Theo new house,,90.00,0.66
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,22 Jun 2025,To Theo new house,,100.00,100.66
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,23 Jun 2025,From Theo new house,,80.00,20.66
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,24 Jun 2025,To Theo new house,,5.00,25.66
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,25 Jun 2025,Interest earned - Theo new house,,0.01,25.67
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,25 Jun 2025,To Theo new house,,5.00,30.67
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,25 Jun 2025,To Theo new house,,40.00,70.67
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,27 Jun 2025,To Theo new house,,5.00,75.67
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,28 Jun 2025,Interest earned - Theo new house,,0.00,75.67
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,28 Jun 2025,To Theo new house,,5.00,80.67
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,30 Jun 2025,Interest earned - Theo new house,,0.01,80.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,30 Jun 2025,From Theo new house,,80.00,0.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,97,30 Jun 2025,To Theo new house,,5.00,5.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,2 Jul 2025,To Theo new house,,150.00,155.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,3 Jul 2025,Interest earned - Theo new house,,0.01,155.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,3 Jul 2025,To Theo new house,,5.00,160.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,4 Jul 2025,Interest earned - Theo new house,,0.01,160.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,4 Jul 2025,To Theo new house,,5.00,165.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,4 Jul 2025,To Theo new house,,50.00,215.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,5 Jul 2025,Interest earned - Theo new house,,0.00,215.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,5 Jul 2025,To Theo new house,,5.00,220.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,6 Jul 2025,From Theo new house,,10.00,210.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,6 Jul 2025,Interest earned - Theo new house,,0.02,210.72
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,6 Jul 2025,From Theo new house,,100.00,110.72
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,7 Jul 2025,To Theo new house,,5.00,115.72
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,7 Jul 2025,From Theo new house,,30.00,85.72
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,7 Jul 2025,From Theo new house,,85.00,0.72
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,8 Jul 2025,To Theo new house,,5.00,5.72
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,8 Jul 2025,To Theo new house,,3.00,8.72
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,8 Jul 2025,To Theo new house,,3.00,11.72
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,8 Jul 2025,To Theo new house,,3.00,14.72
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,8 Jul 2025,To Theo new house,,7.00,21.72
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,9 Jul 2025,To Theo new house,,3.00,24.72
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,9 Jul 2025,From Theo new house,,20.00,4.72
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,9 Jul 2025,To Theo new house,,0.10,4.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,9 Jul 2025,To Theo new house,,5.00,9.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,9 Jul 2025,To Theo new house,,10.00,19.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,11 Jul 2025,Interest earned - Theo new house,,0.00,19.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,11 Jul 2025,From Theo new house,,19.00,0.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,11 Jul 2025,To Theo new house,,6.50,7.32
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,11 Jul 2025,To Theo new house,,5.00,12.32
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,98,12 Jul 2025,From Theo new house,,12.00,0.32
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,13 Jul 2025,To Theo new house,,3.50,3.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,15 Jul 2025,To Theo new house,,5.00,8.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,16 Jul 2025,To Theo new house,,10.00,18.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,16 Jul 2025,To Theo new house,,10.00,28.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,16 Jul 2025,To Theo new house,,5.00,33.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,17 Jul 2025,From Theo new house,,20.00,13.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,17 Jul 2025,To Theo new house,,1.50,15.32
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,18 Jul 2025,To Theo new house,,10.00,25.32
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,18 Jul 2025,To Theo new house,,5.00,30.32
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,18 Jul 2025,To Theo new house,,10.00,40.32
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,19 Jul 2025,To Theo new house,,7.70,48.02
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,19 Jul 2025,From Theo new house,,40.00,8.02
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,19 Jul 2025,To Theo new house,,9.00,17.02
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,19 Jul 2025,To Theo new house,,3.50,20.52
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,19 Jul 2025,To Theo new house,,5.00,25.52
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,19 Jul 2025,To Theo new house,,2.10,27.62
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,20 Jul 2025,From Theo new house,,20.00,7.62
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,20 Jul 2025,To Theo new house,,5.00,12.62
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,20 Jul 2025,From Theo new house,,12.00,0.62
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,20 Jul 2025,To Theo new house,,1.60,2.22
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,21 Jul 2025,To Theo new house,,5.00,7.22
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,21 Jul 2025,To Theo new house,,5.00,12.22
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,21 Jul 2025,To Theo new house,,5.00,17.22
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,21 Jul 2025,To Theo new house,,10.00,27.22
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,22 Jul 2025,Interest earned - Theo new house,,0.01,27.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,22 Jul 2025,To Theo new house,,4.80,32.03
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,22 Jul 2025,From Theo new house,,20.00,12.03
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,22 Jul 2025,From Theo new house,,12.00,0.03
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,99,22 Jul 2025,To Theo new house,,5.00,5.03
